"State v. Roberts (s.d.o., affirmed).  Application for Writ of Certiorari, filed 04/14/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 05/24/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica28993sdoada.pdf,2010-01-11 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Billam-Walker (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 07/20/2009, 121 Haw. 31.  ICA Order Granting State of Hawaii’s Motion for Publication of Summary Disposition Order and Vacating Summary Disposition Order filed on July 20, 2009, f iled 08/11/2009 [pdf].  ICA Opinion, filed 08/11/2009 [pdf], 121 Haw. 228.  ICA Order of Amendment, filed 08/12/2009 [pdf].  Application for Writ of Certiorari, filed 11/30/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/28670certrejada.pdf,2010-01-11 00:00:00,,"Circuit Court, 1st Circuit"
"In re T.C. (Order Rejecting Application for Writ of Certiorari).  ICA Opinion, filed 06/24/2009 [pdf], 121 Haw. 92.  ICA Order of Correction, filed 06/25/2009 [pdf].  ICA Second Order of Correction, filed 06/26/2009 [pdf].  Application for Writ of Certiorari, filed 11/05/2009.  S.Ct. Order Dismissing Application for Writ of Certiorari, filed 12/09/2009 [pdf], 122 Haw. 1.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/28295certrejada.pdf,2010-01-11 00:00:00,,"Family Court, 3rd Circuit"
"Tierney v. Lingle (Order).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/30264ordada.pdf,2010-01-12 00:00:00,,Original Proceeding
"Tinao v. State (Order).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/30263ordada.pdf,2010-01-12 00:00:00,,Original Proceeding
"State v. Earthjustice (Order Rejecting Application for Writ of Certiorari).  ICA mem.op., filed 08/03/2009 [pdf], 121 Haw. 201.  Application for Writ of Certiorari, filed 11/30/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29289certrejada.pdf,2010-01-12 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Kehdy (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 06/25/2009 [pdf], 120 Haw. 418.  J. Nakamura concurring.  Application for Writ of Certiorari, filed 12/07/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29146certrejada.pdf,2010-01-12 00:00:00,,"District Court, 2nd Circuit"
"Letoto v. State (Order).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/30273ordada.pdf,2010-01-13 00:00:00,,Original Proceeding
"Honolulu Police Department v. Town (Order Granting Petition for Writ of Mandamus).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/30262ordada.pdf,2010-01-13 00:00:00,,Original Proceeding
"American Home Mortgage Servicing, Inc. v. Yeung (Order Dismissing Appeal for Lack of Appellate Jurisdiction).  Motion for Reconsideration, filed 02/25/2010. ICA
 Order
  Denying February 25, 2010 HRAP Rule 40 Motion for Reconsideration,
 filed 03/04/2010 [ada], 122 Haw. 351.  Application for Writ of Certiorari, filed 03/09/2010.  S.Ct. Order Accepting Application for Writ of Certiorari, Vacating Order
Dismissing Appeal, and Remanding Appeal to the Intermediate Court of
Appeals, filed 04/09/2010 [ada]. Request for Reconsideration of Defendant-Appellant’s Motion filed on Feb. 7, 2011, filed 02/18/2011. ICA Order Denying Defendant-Appellant’s Motion filed February 18, 2011, filed 02/22/2011 [ada].  ICA s.d.o., filed 02/23/2011 [ada], 125 Haw. 244.  Application for Writ of Certiorari, filed 06/06/2011.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 07/07/2011 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica30057dsmada.pdf,2010-01-13 00:00:00,,"Circuit Court, 1st Circuit"
"Molokai Properties Limited v. Department of Health, State of Hawaii  (Order Dismissing Appeal for Lack of Appellate Jurisdiction).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica30056dsmada.pdf,2010-01-13 00:00:00,,"Circuit Court, 1st Circuit"
"Office of Disciplinary Counsel v. Songstad (Order Denying Motion to Strike and Granting Petition for the Immediate Suspension of Respondent Steven B. Songstad).  S.Ct. Order, filed 09/15/2014 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2014/September/30099ordada.pdf,2010-01-14 00:00:00,,Original Proceeding
"Billings v. State, Department of Public Safety (Order Granting Motion to Dismiss).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29803dsmada.pdf,2010-01-14 00:00:00,,Labor and Industrial Relations Appeals Board
"Billings v. State, Department of Public Safety (Order Granting Motion to Dismiss).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29802dsmada.pdf,2010-01-14 00:00:00,,Labor and Industrial Relations Appeals Board
"State v. Tokunaga (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 10/19/2009 [pdf], 121 Haw. 259.   Application for Writ of Certiorari, filed 12/08/2009.  
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29441certrejada.pdf,2010-01-14 00:00:00,,"Circuit Court, 1st Circuit"
"Koga Engineering & Construction, Inc. v. State of Hawaii.  ICA s.d.o., filed 03/13/2009 [pdf], 120 Haw. 256.  ICA Order Denying Defendant-Appellant State of Hawaii’s Motion for Reconsideration of Summary Disposition Order, filed 04/06/2009 [pdf].  Application for Writ of Certiorari, filed 07/08/2009.  S.Ct. Order Accepting Application for Writ of Certiorari and Requesting further Briefing, filed 08/12/2009 [pdf].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/28278ada.pdf,2010-01-14 00:00:00,,"Circuit Court, 1st Circuit"
"Scherer v. Contractors License Board, State of Hawaii (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica27958sdoada.pdf,2010-01-15 00:00:00,,"Circuit Court, 1st Circuit"
"In re A.A. (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29755sdoada.pdf,2010-01-20 00:00:00,,"Family Court, 1st Circuit"
"State v. Russo (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29748sdoada.pdf,2010-01-20 00:00:00,,"District Court, 1st Circuit, Honolulu Div."
"State v. O’Donnell (Order of Correction).  ICA s.d.o., filed 12/29/2009 [pdf], 121 Haw. 473.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29730amada.pdf,2010-01-20 00:00:00,,"District Court, 1st Circuit, Kaneohe Div."
"State v. Tokunaga (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 10/19/2009.  ICA Amended s.d.o., filed 10/20/2009 [pdf], 121 Haw. 259.  Application for Writ of Certiorari, filed 12/17/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29442certrejada.pdf,2010-01-20 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Dean (s.d.o., affirmed).  Application for Writ of Certiorari, filed 05/03/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 06/15/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29334sdoada.pdf,2010-01-20 00:00:00,,"Circuit Court, 2nd Circuit"
"Fagaragan v. State (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 08/26/2009 [pdf], 121 Haw. 178.  ICA Order of Correction, filed 09/15/2009 [pdf].  ICA Order Granting in Part and Denying in Part Petitioner-Appellant’s Request for Instructions, filed 11/27/2009 [pdf].  Application for Writ of Certiorari, filed 12/21/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29281certrejada.pdf,2010-01-20 00:00:00,,"Circuit Court, 2nd Circuit"
"State v. Sakata (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 08/26/2009 [pdf], 121 Haw. 178.  Application for Writ of Certiorari, filed 12/08/2009.  
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29157certrejada.pdf,2010-01-20 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Quillayen (Order of Correction).  ICA mem.op., filed 12/30/2009 [pdf].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29121amada.pdf,2010-01-20 00:00:00,,"Circuit Court, 2nd Circuit"
"Maunalua Bay  Beach Ohana  28 v. State (Order Denying Plaintiffs-Appellees’ Motion for Reconsideration of Opinion).   ICA Opinion, filed 12/30/2009 [pdf], 122 Haw. 34.  Concurring and Dissenting Opinion by J. Nakamura [pdf]. Application for Writ of Certiorari, filed 04/22/2010, filed by Alston Hunt.  Application for Writ of Certiorari, filed 04/26/2010, filed by the Attorney General.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 06/09/2010 [ada].  Dissenting Opinion by J. Acoba, with whom J. Duffy joins [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica28175recondada.pdf,2010-01-20 00:00:00,,"Circuit Court, 1st Circuit"
"In re Tax Appeal of Mahler v. County  of Hawaii, Real Property Tax Division (Order Denying Appellant’s Petition for Rehearing En Banc).  ICA mem.op., filed 12/17/2009 [pdf].  ICA Order Denying Appellants’ Motion for Reconsideration of this Court’s Memorandum Opinion of December 17, 2009, filed 01/11/2010 [ada], 122 Haw. 200. Application for Writ of Certiorari, filed 03/11/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 04/14/2010 [ada].  Application for Writ of Certiorari, filed 04/19/2010.  S.Ct.
 Order Dismissing Application for Writ of Certiorari and Denying
Requests for Reconsideration and “Motion for Order to Permit
Petitioners’ to Submit Four Indiviudal Separate Application for Writ of
Certiorari”, filed 05/12/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29711ordada.pdf,2010-01-22 00:00:00,,Tax Appeal Court
"Sugano v. State, Department of the Attorney General (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29246sdoada.pdf,2010-01-22 00:00:00,,Labor and Industrial Relations Appeals Board
"Gualdarama v. State (Order Dismissing Appeal Pursuant to HRAP Rule 30).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29074dsmada.pdf,2010-01-22 00:00:00,,"Circuit Court, 1st Circuit"
"Udac v. Takata  Corporation (Order Rejecting Application for Writ of Certiorari).  ICA Opinion, filed 08/19/2009 [pdf], 121 Haw. 143.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/28328certrejada.pdf,2010-01-22 00:00:00,,"Circuit Court, 3rd Circuit"
"Aquila v. Davis (s.d.o., affirmed).  ICA Order Denying Motion for Reconsideration, filed 02/09/2010 [ada], 122 Haw. 200.  Aplication for Writ of Certiorari, filed 03/02/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 04/12/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29653sdoada.pdf,2010-01-25 00:00:00,,"District Court, 1st Circuit, Waialua Div."
"State v. Paulino (mem.op., vacated and remanded).  Application for Writ of Certiorari, filed 02/23/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 03/31/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29216mopada.pdf,2010-01-25 00:00:00,,"Circuit Court, 3rd Circuit"
"State v. Miller.  Dissenting Opinion by J. Nakayama, in which substitute J. Hirai joins [ada].  ICA s.d.o., filed 09/15/2008 [pdf], 118 Haw. 420.  Application for Writ of Certiorari, filed 12/24/2008.  S.Ct. Order Accepting Application for Writ of Certiorari, filed 02/09/2009 [pdf].  Dissenting Opinion by J. Nakayama, with whom J. Hirai joins [pdf].  S.Ct. Order of Correction, filed 02/04/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/28849ada.pdf,2010-01-25 00:00:00,,"Family Court, 2nd Circuit"
"In re Alexander (Order Granting Petition to Resign and Surrender License).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/30304ordada.pdf,2010-01-26 00:00:00,,Original Proceeding
"Tierney v. Perkins (Order).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/30303ordada.pdf,2010-01-26 00:00:00,,Original Proceeding
"State v. Maugaotega (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29438sdoada.pdf,2010-01-26 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Anderson  (Order Accepting Application for Writ of Certiorari).  ICA s.d.o., filed 09/04/2009 [pdf], 121 Haw. 202.  Dissenting Opinion by J. Leonard [pdf].  Application for Writ of Certiorari, filed 12/14/2009.  S.Ct. s.d.o, filed 02/22/2010 [ada], 123 Haw. 81
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29377accada.pdf,2010-01-26 00:00:00,,"District Court, 1st Circuit, Honolulu Div."
"State v. Manzano-Hill (mem.op., vacated and remanded).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29063mopada.pdf,2010-01-27 00:00:00,,"District Court, 3rd Circuit,    N. & S. Hilo  Division"
"Combs v. Case Bigelow & Lombardi (mem.op., affirmed).  Application for Writ of Certiorari, filed 05/06/2010, filed by Case Bigelow & Lomdardi.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 06/10/2010 [ada].  Application for Writ of Certiorari, filed 05/17/2010, filed by Combs.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 07/01/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica28773mopada.pdf,2010-01-27 00:00:00,,"Circuit Court, 5th Circuit"
"Hospodar v. City and County of Honolulu (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica28246sdoada.pdf,2010-01-27 00:00:00,,"Circuit Court, 1st Circuit"
"In re A.B., III (Order Granting December 28, 2009 Motion to Dismiss Appeal).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica30007dsmada.pdf,2010-01-28 00:00:00,,"Family Court, 1st Circuit"
"State v. Kim (Order Dismissing Appeal Pursuant to HRAP Rule 24).  ICA Order Denying Motion for Reconsideration, filed 03/10/2010 [ada], 122 Haw. 351.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29958dsmada.pdf,2010-01-28 00:00:00,,"District Court, 1st Circuit"
"In re A. S-H (s.d.o., affirmed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29902sdoada.pdf,2010-01-28 00:00:00,,"Family Court, 1st Circuit"
"State v. Rodrigues.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29759ada.pdf,2010-01-28 00:00:00,,"Circuit Court, 5th Circuit"
"Larsen v. Administrative Director of the Courts, State of Hawaii (s.d.o., reversed).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29618sdoada.pdf,2010-01-28 00:00:00,,"District Court, 1st Circuit, Honolulu Div."
"In re Adoption of a Female Child Born on October 3, 2004 by P.N. and J.N. (Order Accepting Application for Writ of Certiorari).  ICA mem. op.,filed 09/11/2009 [pdf], 121 Haw. 248.   Application for Writ of Certiorari, filed 12/14/2009.  S.Ct. Order Affirming in Part and Vacating in Part the Family Court of the Fifth Circuit’s April 14, 2008 Order Dismissing Adoption Proceedings and Vacating the Memorandum Opinion and Judgment of the Intermediate Court of Appeals, filed 03/04/2010.  
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29147certaccada.pdf,2010-01-28 00:00:00,,
"In re Adoption of a Female Child, born 10/03/2004 (Order Accepting Application for Writ of Certiorari).  ICA mem.op., filed 09/11/2009 [pdf], 121 Haw. 248.  Application for Writ of Certiorari, filed 12/14/2009. S.Ct. Order Affirming in Part and Vacating in Part the Family Court of the Fifth Circuit’s April 14, 2008 Order Dismissing Adoption Proceedings and Vacating the Memorandum Opinion and Judgment of the Intermediate Court of Appeals, filed 03/04/2010 [ada]. S.Ct. Order Accepting Application for Writ of Certiorari, filed 01/28/2010 [ada]. S.Ct.Order of Correction, filed 04/05/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/jan/29147certaccada.pdf,2010-01-28 00:00:00,,"Family Court,  5th Circuit"
"State v. Magbitang (s.d.o., vacated and remanded).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica28879sdoada.pdf,2010-01-28 00:00:00,,"Circuit Court, 1st Circuit"
"Alkire-Clemen v. Castle Medical  Center (s.d.o., Appeal No. 28764 – reversed and affirmed.  Appeal No. 28765 – vacated and remanded).  Consolidated with No. 28765.  ICA Order Denying Motion for Reconsideration, filed 02/16/2010 [ada], 122 Haw. 351.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica28764sdoada.pdf,2010-01-28 00:00:00,,Labor and Industrial Relations Appeals Board
"Flinchbaugh v. Cates (Order Denying Defendant-Appellant’s Motion for Reconsideration).  ICA Order Dismissing Appeal for Lack of Appellate Jurisdiction, filed 01/07/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/jan/ica29929recondada.pdf,2010-01-28 00:00:00,ICA,"Circuit Court, 1st Circuit"
"Tierney v. Frank (Order).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/29765ordada.pdf,2010-02-01 00:00:00,,Original Proceeding
"State v. Tolentino  (Second Order of Correction).  ICA mem.op., filed 09/22/2009 [pdf], 121 Haw. 248.  ICA Order of Correction, filed 10/05/2009 [pdf].   Application for Writ of Certiorari, filed 01/04/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 02/18/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/feb/ica28492am2ada.pdf,2010-02-01 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Martin (Order Rejecting Application for Writ of Certiorari).  ICA s.d.o., filed 07/30/2009 [pdf], 121 Haw. 58.  Application for Writ of Certiorari, filed 12/24/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/29153certrejada.pdf,2010-02-02 00:00:00,,"Circuit Court, 1st Circuit"
"Farmer v. Hickam  Federal Credit Union (mem.op., affirmed).  ICA Order of Correction, filed 02/23/2010 [ada].  Application for Writ of Certiorari, filed 05/19/2010.  S.Ct. Order Rejecting Application for Writ of Certiorari, filed 06/29/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/ica/2010/feb/ica27868mopada.pdf,2010-02-02 00:00:00,,"Circuit Court, 1st Circuit"
"In re Ahu (Order Granting Petition to Resign and Surrender License).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/30311ordada.pdf,2010-02-04 00:00:00,,Original Proceeding
"In re Yoshinaga (Order Granting Petition to Resign and Surrender License).
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/30308ordada.pdf,2010-02-04 00:00:00,,Original Proceeding
"Honolulu Police Department v. Town.  Justice Acoba concurring in the result only.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/30262ada.pdf,2010-02-04 00:00:00,,Original Proceeding
"Villanueva v. State (Order).  ICA Order Denying Motion for Reconsideration, filed 03/16/2010 [ada], 122 Haw. 351.  S.Ct. Order, filed 03/24/2010 [ada].  ICA
 Order, filed 04/07/2010 [ada].  S.Ct.
 Order, filed 04/07/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/30137ordada.pdf,2010-02-04 00:00:00,,"Circuit Court, 2nd Circuit"
"Villanueva v. State (Order).  S.Ct. Order, filed 03/22/2010 [ada].
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/mar/29961ordada.pdf,2010-02-04 00:00:00,,"Circuit Court, 1st Circuit"
"State v. Miller (Order of Correction).  ICA s.d.o., filed 09/15/2008 [pdf], 118 Haw. 420.  Application for Writ of Certiorari, filed 12/24/2008.  S.Ct. Order Accepting Application for Writ of Certiorari, filed 02/09/2009 [pdf].  Dissenting Opinion by J. Nakayama, with whom J. Hirai joins [pdf].  S.Ct. Opinion, filed 01/25/2010 [ada], 122 Haw. 92.  Dissenting Opinion by J. Nakayama, in which substitute J. Hirai joins [ada].  
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/28849amada.pdf,2010-02-04 00:00:00,,"Family Court, 2nd Circuit"
"Bayley v. Bayley  (Order Rejecting Application for Writ of Certiorari).  ICA mem.op., filed 08/31/2009 [pdf], 121 Haw. 201.  Application for Writ of Certiorari, filed 12/21/2009.
",https://www.courts.state.hi.us/wp-content/uploads/../../docs/opin_ord/sct/2010/feb/27884certrejada.pdf,2010-02-04 00:00:00,,"Family Court, 1st Circuit"
